Sex	Income	Race	Age	Educ
2	17984	1	51	6
1	16063	1	43	3
2	58000	1	46	4
2	23000	1	26	2
1	37000	2	52	5
2	92000	2	47	5
2	14400	1	52	5
2	77000	1	51	6
1	165029	1	53	6
2	22428	1	51	3
1	70000	1	46	3
2	54100	1	29	3
1	42100	1	30	3
2	27000	1	51	3
1	22800	1	49	3
2	28620	1	31	3
1	161050	1	60	5
1	45200	1	54	4
2	165200	1	50	5
1	151500	1	36	3
1	95100	1	42	5
2	113100	4	38	6
2	21600	1	25	5
2	32450	1	32	6
1	52100	1	31	5
1	35000	2	49	3
2	30000	4	33	5
1	100000	4	40	6
1	39080	1	28	3
2	15000	1	43	3
1	47000	1	50	3
1	63500	1	55	6
2	53500	1	55	4
1	100050	1	57	5
2	15050	1	52	5
2	36922	1	57	3
2	20000	1	47	3
1	29600	1	54	5
1	112200	1	53	5
2	22000	1	27	3
2	33600	1	60	3
1	69000	1	47	5
2	29673	1	53	3
2	40038	1	43	5
1	64038	1	47	5
1	77019	1	46	4
2	50000	1	64	5
1	56606	4	63	6
2	176084	4	62	5
1	80050	2	42	4
1	28000	1	49	2
2	25000	1	38	3
2	32000	1	34	3
2	52000	1	36	6
1	50000	4	33	3
1	30000	4	41	3
1	44000	4	43	3
2	6636	1	33	3
1	26000	1	34	3
1	14000	1	31	3
2	13000	1	37	1
2	56000	2	48	4
1	39000	2	51	4
1	62500	1	31	3
1	72200	1	58	5
2	50002	1	56	5
1	68500	1	50	5
2	23785	1	39	5
1	211548	1	53	6
2	161548	1	53	6
2	20000	1	25	5
1	109100	2	38	6
2	22002	1	46	5
2	45002	1	46	4
1	600	1	34	1
1	24000	1	34	1
2	16246	1	56	5
1	10284	1	34	3
2	47000	1	57	1
2	17000	1	25	3
1	52000	1	26	3
1	10284	1	41	3
1	32000	1	42	2
1	72595	1	45	3
2	19000	1	39	3
1	24000	1	33	1
2	74325	1	55	5
2	32280	1	52	3
1	27000	1	45	4
2	25000	1	44	4
2	29120	1	28	4
2	29002	2	38	6
2	32000	2	39	3
1	25000	1	32	5
2	35500	1	42	3
2	26074	1	47	3
2	36200	1	63	3
1	76226	1	38	3
2	50000	1	39	3
1	52000	1	57	4
2	4000	1	48	4
1	78000	1	55	3
2	15000	1	31	1
2	12002	1	38	1
1	61153	1	29	4
1	22000	1	25	1
2	47000	1	46	4
1	23000	1	26	3
1	42000	1	58	4
2	70000	1	37	3
2	66000	4	52	5
2	28192	2	30	3
2	0	4	48	2
1	30122	4	44	2
2	688117	2	30	3
1	15100	2	60	5
2	27000	2	57	3
2	35200	2	31	5
1	75100	2	36	5
2	16140	2	53	4
1	33750	2	53	3
1	24421	1	61	5
2	120421	1	50	6
1	73230	1	43	5
2	373152	1	41	5
2	100000	1	45	6
1	23000	1	63	1
2	26000	1	46	3
1	28000	1	27	2
2	22000	1	30	2
1	55000	1	30	2
2	15000	1	28	3
1	18200	1	25	3
2	32000	1	43	3
1	72000	1	40	6
2	52500	1	48	5
1	135317	1	58	5
1	145000	1	56	4
2	45300	1	44	4
1	66615	1	38	4
2	24315	1	38	4
2	35000	1	43	3
2	19821	1	61	5
1	116852	1	57	6
2	86852	1	42	3
2	61213	1	58	3
1	166713	1	58	5
1	110674	1	57	6
2	50674	1	40	6
1	85080	1	37	5
1	38162	1	47	5
2	74016	1	51	4
1	95650	1	34	5
1	92500	1	58	5
1	76323	1	40	5
2	45292	1	39	5
2	43100	1	48	5
1	32033	1	37	5
1	105179	1	60	3
1	48030	1	46	4
2	30006	1	38	3
1	100000	1	49	3
2	6414	1	45	3
1	115013	1	46	3
2	31148	1	46	4
1	75000	1	45	4
1	121300	1	61	4
1	55100	1	30	5
1	45100	1	26	5
2	35000	1	44	3
1	35000	1	49	3
2	7010	1	55	5
1	140010	1	55	5
2	52300	1	52	5
2	16000	1	44	3
1	90000	1	50	5
1	60000	1	49	3
2	30000	1	45	3
2	26500	2	51	4
2	30000	1	51	3
1	85000	1	38	6
1	100101	1	61	3
2	150101	1	60	3
2	77750	1	53	4
2	21480	1	56	4
1	113000	1	63	6
2	17436	4	55	1
2	21038	1	37	6
2	66070	1	50	4
2	22900	1	28	3
1	130147	1	44	6
1	50400	1	57	3
2	101400	1	54	5
2	25048	1	35	4
1	75058	1	40	3
2	42000	1	26	5
2	42250	1	57	5
2	93200	1	59	6
1	45826	1	54	5
2	48426	1	54	3
1	48000	1	42	5
2	10000	1	45	3
1	36027	2	52	5
2	36050	1	30	4
1	110100	1	52	5
2	69407	1	51	5
2	10544	2	63	4
1	108160	1	59	6
1	174952	1	57	4
2	6840	1	52	5
1	111982	1	53	5
1	30000	1	42	2
2	31525	1	35	5
1	68525	1	42	5
2	63003	1	33	6
1	53003	1	38	3
2	20000	1	55	3
2	40030	2	47	3
2	106220	1	50	5
1	52000	2	57	6
1	156308	1	38	5
2	56508	1	44	4
1	88550	1	57	4
2	8800	1	27	4
1	130500	1	41	3
1	126760	1	41	5
2	8901	1	41	5
1	429277	1	43	5
1	126350	1	35	5
2	79350	1	38	6
1	102575	1	44	6
2	37575	1	47	5
1	457469	1	51	5
2	534259	1	50	6
2	30002	1	31	5
1	55000	1	43	4
2	34115	1	51	4
1	58712	1	53	4
2	151000	1	45	5
1	17000	1	47	5
1	38000	2	46	4
2	19240	2	46	4
1	75485	4	40	5
2	31894	1	43	3
1	75300	4	38	5
1	35000	1	42	3
2	25000	1	59	5
1	52000	1	43	3
2	48300	1	27	3
2	19241	1	58	4
1	14000	1	58	5
2	40000	4	61	3
2	57000	4	26	4
1	45169	1	52	3
2	26000	1	51	3
1	35700	1	41	3
2	40121	4	32	4
1	49651	1	46	3
2	44000	1	45	3
2	32250	1	29	4
1	50569	1	64	6
2	80835	1	57	6
1	150337	1	58	6
1	424969	1	51	3
2	18500	1	30	3
1	79264	1	55	4
2	41264	1	32	4
1	89000	1	51	3
1	9450	2	41	4
2	85000	1	44	4
2	27864	2	28	4
1	29000	2	64	2
2	20000	2	54	3
1	60000	1	28	2
1	54600	1	29	4
2	17000	1	26	3
1	35000	2	50	5
2	65583	2	46	3
2	17000	2	39	4
2	23411	2	37	5
2	17021	2	37	3
1	110485	1	48	6
2	65485	1	46	5
1	9600	2	47	3
2	45000	2	46	4
2	1781	1	45	4
1	9000	1	50	4
1	25000	1	34	4
2	30700	1	33	3
1	16000	1	33	3
2	25050	1	30	3
1	49000	1	31	3
1	94611	1	56	6
2	20000	1	50	3
2	26188	1	33	3
1	54000	1	37	3
2	27000	1	47	2
1	4000	1	30	3
1	53442	1	27	5
1	48000	1	28	5
2	79740	1	54	3
1	35040	1	46	2
1	30000	4	47	5
1	35000	4	39	3
1	420456	1	53	6
2	75820	1	41	6
1	88070	1	38	5
2	40000	1	43	5
1	93575	1	42	4
1	40000	4	58	6
2	101826	1	48	6
1	210855	1	51	6
1	15850	1	38	3
2	30200	1	38	3
1	900	1	25	5
2	27006	1	43	3
1	118029	1	35	5
2	72029	1	35	5
1	134713	1	52	6
2	13713	1	48	5
1	108160	4	56	6
2	150160	4	59	6
2	65750	4	32	6
1	116976	4	33	4
1	51600	1	53	5
2	61785	1	48	5
1	113056	1	51	6
2	140707	1	52	6
2	17000	4	43	5
1	2000	4	53	5
2	16000	1	42	3
2	42864	1	40	4
2	65000	2	56	5
1	55344	1	33	3
1	20157	1	28	3
2	43000	1	27	3
2	111370	2	52	6
2	25200	1	38	3
1	45000	1	46	4
1	60088	1	60	5
2	49088	1	61	5
2	50452	1	43	4
1	24002	1	46	4
1	33575	1	36	5
2	64575	1	36	5
1	51308	1	43	3
2	23308	1	39	5
1	25042	1	58	1
2	23042	1	59	3
1	92002	1	50	6
2	72020	1	46	5
1	1500	1	32	2
2	7000	1	30	3
2	62000	1	50	4
2	20000	1	29	4
2	25000	1	27	4
2	106950	1	46	5
2	26315	1	54	4
1	49000	1	35	3
2	29000	1	33	4
1	80000	1	34	3
2	9000	1	32	4
2	5680	1	42	4
1	50013	1	40	3
2	36000	1	34	3
2	22010	1	26	2
1	369	1	35	2
2	0	1	55	3
1	45323	1	38	3
2	50253	1	28	4
2	43009	1	58	3
1	2000	1	38	4
2	43080	1	48	6
2	32000	1	26	4
2	30000	1	28	4
1	60000	1	60	3
2	30000	1	58	3
2	67934	1	59	4
1	35000	1	26	5
2	75000	1	59	6
2	30000	1	43	4
1	30000	1	47	2
2	64470	1	47	4
2	1440	1	28	3
2	20000	1	30	3
1	72075	1	31	5
2	36005	1	36	5
2	37628	1	62	4
1	9130	1	62	4
2	58000	1	31	5
1	44600	1	27	5
2	43000	1	26	6
1	22000	1	43	6
2	50000	1	29	4
1	75577	1	50	5
1	40346	1	28	4
2	29400	1	57	4
1	62157	1	61	4
1	55410	1	33	4
1	131000	1	32	4
1	61500	1	30	6
2	60007	1	29	5
2	124416	1	62	5
1	72000	1	33	3
2	22000	1	32	3
1	24000	1	41	1
2	20000	1	39	1
1	24960	1	30	4
2	15000	1	29	2
1	27000	1	26	2
2	27000	2	34	3
2	42000	2	52	4
2	19240	1	57	2
2	58128	1	31	5
1	16000	1	59	1
2	30000	1	53	3
1	35000	1	45	5
1	24000	1	49	5
2	24000	2	26	3
2	20000	2	57	3
2	53000	2	52	3
2	35000	2	44	4
1	0	2	50	3
2	6000	2	43	3
1	30000	2	50	2
2	22002	2	58	4
1	70169	1	59	6
2	1500	1	58	6
1	66514	1	54	3
1	15024	1	47	3
1	189494	1	53	3
2	47000	1	35	4
1	67000	1	36	3
1	34955	1	29	3
1	24000	1	28	3
1	27000	1	25	3
2	14000	1	32	3
1	0	1	38	3
1	50000	2	55	3
1	7200	2	29	4
2	25000	2	32	4
2	45000	2	57	4
2	32000	2	52	3
1	25000	2	32	4
2	75852	1	46	5
1	78262	1	49	3
2	29746	2	61	3
1	167882	1	47	6
1	35407	2	43	4
2	6300	2	41	4
1	45000	2	40	3
1	150000	1	43	5
2	30050	2	32	3
2	28000	1	48	4
1	24000	2	42	3
2	60000	4	33	5
2	19199	1	38	3
2	3859	1	62	3
1	102832	1	62	4
2	10032	1	59	3
1	9322	1	50	3
2	24000	1	53	3
1	69380	1	36	6
2	44600	1	27	5
1	51654	1	28	3
1	47300	1	55	3
1	21000	1	32	3
2	5000	1	32	2
1	29000	1	38	3
2	27000	1	25	3
1	70000	1	25	3
2	43680	1	28	3
1	20000	1	28	3
1	40000	1	35	3
2	24000	1	37	3
1	33100	1	32	5
2	60100	1	29	6
2	13130	1	54	2
1	37000	1	56	3
1	101323	1	40	3
2	32752	1	27	4
2	19768	1	30	3
1	92262	1	29	3
1	24000	1	47	6
1	32000	1	49	3
2	0	1	48	3
2	31915	1	36	4
1	48716	1	45	2
1	61249	1	56	3
2	34568	1	57	3
2	40999	1	58	3
1	12002	1	45	3
1	47600	1	48	3
2	15100	1	44	3
2	7800	1	42	5
1	30680	1	40	3
1	3640	1	28	4
2	-100	1	59	3
1	31000	1	59	3
1	32000	1	56	6
2	31000	1	48	6
1	35000	1	29	3
2	35650	1	51	6
1	45275	1	36	5
2	650	1	32	3
1	47500	1	31	3
2	342	1	40	3
1	47615	1	40	3
2	50010	1	44	3
1	44010	1	40	3
1	40000	1	51	3
1	22000	1	36	3
2	19000	1	26	3
1	33000	1	35	2
2	28508	1	32	5
1	43000	1	53	3
2	43000	1	49	3
1	36000	1	26	3
1	70023	1	51	3
2	20000	1	29	6
1	45000	1	35	3
2	51000	1	34	3
2	42100	1	56	5
1	7884	1	60	5
2	35130	1	26	6
1	32200	1	29	4
1	13298	1	37	4
2	37050	1	44	4
1	29250	1	30	3
1	52111	1	47	4
2	24477	1	54	3
1	59500	1	51	3
2	11000	1	43	3
1	43000	1	27	3
2	16000	1	26	3
2	10010	1	38	2
1	16760	1	39	2
2	49590	1	61	6
1	65000	1	25	2
1	49100	1	25	3
2	23000	1	25	4
1	50454	1	39	4
2	40404	1	33	6
1	55200	1	36	3
1	42799	1	44	3
2	53683	1	43	3
2	33000	1	36	3
1	30000	1	37	3
1	43000	1	43	4
2	19400	1	31	3
2	15532	1	45	3
1	39584	1	45	3
1	43000	1	52	3
2	25	4	57	3
2	21600	1	63	3
1	27500	1	38	3
2	77600	1	55	5
1	32212	1	58	4
1	60025	1	30	4
2	50025	1	30	4
1	200500	1	41	4
2	1200	1	36	3
1	50010	1	42	3
1	13000	1	26	3
1	50162	1	43	4
2	40000	2	51	3
1	26800	1	56	3
2	55000	1	48	4
1	70404	1	40	3
1	31000	1	47	4
2	41600	1	42	4
2	40042	1	53	4
2	12200	1	48	4
1	26592	1	43	2
1	60000	1	62	4
2	34000	1	55	4
1	62000	1	44	5
2	25000	1	41	3
2	15690	1	45	3
2	18068	1	54	4
1	68109	1	57	6
2	13658	1	61	3
1	37000	1	49	2
2	0	1	42	2
2	31050	1	38	5
1	30050	1	55	5
2	31010	1	29	5
1	33000	1	33	3
2	17000	1	59	3
1	7000	1	52	3
1	55000	1	31	3
2	16200	1	26	3
2	8000	1	37	3
2	23000	1	60	3
2	15900	1	28	3
1	20400	1	27	4
2	27125	1	42	3
2	12792	1	30	3
1	30000	1	31	3
1	40000	1	47	3
2	72265	1	43	5
2	127330	1	47	6
1	100191	1	45	4
1	96801	1	47	4
2	60011	1	50	4
2	29380	1	52	3
1	126300	1	55	6
1	91685	1	56	5
2	16685	1	54	5
1	82500	1	45	6
2	64500	1	41	5
1	4002	1	28	3
2	17160	1	27	3
2	20800	1	45	3
2	10400	1	25	4
2	16640	1	41	3
1	30000	1	30	3
2	60865	1	40	5
1	126650	1	37	5
1	110314	1	45	5
1	60081	1	34	6
1	0	1	50	4
1	32000	1	30	3
2	38150	1	34	6
1	41150	1	36	5
2	20237	1	47	4
1	95969	1	38	5
2	68926	1	55	5
1	78927	1	55	5
1	68894	1	41	5
2	5258	1	42	5
1	74318	1	61	5
2	22253	1	54	5
2	15889	1	38	2
2	19368	2	37	3
1	77519	1	34	5
2	73519	4	30	5
2	24131	1	47	4
1	134230	1	52	6
2	32053	2	39	5
1	15000	2	30	3
1	30253	1	54	6
2	61907	1	53	5
1	52601	1	49	5
2	20336	2	38	4
2	17000	1	39	3
2	11000	1	50	2
2	36850	2	28	3
1	47608	1	28	2
2	60620	1	28	4
1	56000	1	41	5
2	7000	1	41	4
1	110400	1	33	5
2	3450	1	32	5
2	0	1	47	4
1	74646	1	52	3
1	55200	1	25	5
2	1600	1	26	4
1	15016	1	38	3
2	30008	1	48	3
1	24002	2	41	3
1	35000	1	31	3
2	0	1	28	3
1	160162	1	40	3
2	145010	2	36	6
1	112805	1	29	5
1	25010	2	25	5
2	45000	1	47	4
2	6000	1	39	4
1	32000	1	39	4
1	52000	1	39	3
2	2000	1	36	4
1	57000	1	33	4
2	33020	1	57	3
2	32521	1	34	4
2	80450	1	62	4
1	45000	2	42	3
2	20000	2	33	4
1	78362	1	51	3
2	1495	1	40	4
1	55000	1	34	5
2	70420	1	38	6
1	30000	1	38	3
2	26600	1	56	3
1	142619	1	32	3
1	10000	1	56	3
1	70090	1	54	5
2	90	1	50	4
1	86879	1	50	5
1	146850	1	63	6
2	55001	1	40	5
1	40200	1	57	4
1	95004	1	53	6
2	13275	1	54	4
2	4212	1	27	3
2	13875	1	29	4
1	111000	1	57	6
2	43125	1	58	5
1	50000	1	39	3
1	101485	1	46	6
1	120003	1	51	5
2	35003	1	48	5
1	60000	1	44	3
2	8000	1	44	3
2	33000	1	45	4
1	27000	1	37	3
1	74820	4	27	6
2	118619	1	43	6
1	65100	1	48	4
2	30000	1	44	3
1	100002	1	45	5
1	135619	1	45	5
2	105619	1	51	5
1	115250	1	50	6
2	8000	1	48	5
1	48730	1	39	3
2	369752	1	37	6
2	1150	4	46	5
1	106150	4	45	6
1	176500	1	38	6
1	106200	1	47	6
2	91081	1	45	6
2	32750	1	49	5
1	155750	1	52	6
2	51800	1	39	6
2	0	1	25	3
1	16000	1	26	3
1	19000	1	32	2
2	14872	1	35	3
1	16328	1	46	3
2	41080	1	26	5
1	41000	1	27	4
2	28750	1	56	3
2	25081	4	40	6
1	150097	4	45	6
1	46000	1	51	4
2	36078	1	50	4
2	46499	1	54	5
1	37213	1	54	3
1	6039	1	35	4
2	19028	1	26	3
1	50192	1	43	6
2	24043	1	50	3
1	80043	1	53	3
1	46002	1	58	3
1	62516	1	43	3
2	37295	1	47	3
2	17000	1	48	3
2	19000	1	33	3
2	20000	1	54	3
2	41070	1	41	4
1	52000	1	47	4
1	35150	2	25	4
1	172562	1	50	5
2	18562	1	46	3
2	22804	1	45	5
1	59114	1	46	5
1	49721	1	40	5
1	32000	1	48	2
2	18960	1	43	3
2	15750	1	40	4
1	6000	1	39	3
1	32033	1	43	3
2	38950	1	40	4
1	100400	1	44	4
1	31800	1	61	5
1	16590	1	63	2
1	13058	1	46	3
2	46160	1	44	4
1	55000	1	42	2
2	29125	1	34	3
1	40040	1	36	3
2	15000	1	36	4
1	35000	1	40	2
1	11807	1	56	3
2	44440	1	40	3
1	46000	1	53	4
2	99800	1	57	6
2	80249	2	46	5
2	28000	1	52	3
1	52166	2	41	3
1	84525	1	27	3
1	62018	1	51	5
2	14000	1	38	4
1	59025	1	40	2
1	54000	1	58	3
2	6000	1	55	3
1	27000	1	25	3
2	34800	1	30	5
1	41100	1	38	4
2	16100	1	38	3
1	38500	1	50	5
2	17700	1	55	4
1	85050	1	35	3
1	86008	1	51	6
2	61243	1	50	6
1	5600	1	41	3
2	28000	1	61	5
2	31100	2	37	3
1	19000	4	28	3
2	24120	1	34	4
1	84100	1	35	4
1	44000	1	26	5
1	75100	1	39	4
2	12100	1	38	4
2	40081	1	37	5
1	60808	1	45	3
1	40020	1	48	3
2	32020	1	41	3
1	46020	1	32	3
1	78161	1	34	6
2	27032	1	38	3
1	55032	1	39	3
2	19149	1	30	3
2	25000	1	33	3
1	55000	1	34	3
1	60523	1	37	3
2	17000	1	32	3
1	30000	1	28	2
1	41400	1	37	4
2	54199	1	38	4
1	23000	1	35	3
1	14000	1	34	3
1	13000	1	32	5
1	13700	1	27	3
2	16242	1	46	3
1	113292	1	49	5
1	54700	1	29	5
2	1800	1	29	6
2	80300	1	26	6
2	29115	1	53	4
1	70806	1	60	5
2	19435	1	54	5
1	83983	1	56	4
2	18501	1	49	3
2	7400	1	39	4
1	60000	1	37	4
1	20000	1	37	3
1	76000	1	27	3
1	101168	1	42	4
1	56075	1	52	4
1	50050	1	46	2
1	36001	1	34	4
2	95203	1	52	5
1	22000	1	37	3
2	9100	1	36	4
2	26096	1	47	3
1	54950	1	42	5
1	64151	1	48	3
2	55654	1	41	6
1	50000	1	34	3
1	85640	1	49	3
2	34506	1	31	4
1	42000	1	31	4
2	30166	1	32	4
1	34000	1	30	3
2	90072	2	52	5
1	10104	2	28	3
2	44176	2	55	3
1	80076	2	56	3
2	29000	1	41	4
1	70000	1	51	3
2	31100	1	33	5
1	24579	1	36	3
1	37400	1	48	3
2	32032	1	44	3
2	15000	1	25	4
1	48000	1	40	4
1	42000	1	56	3
1	20000	1	39	5
2	32000	1	29	3
2	14000	1	58	3
2	84000	1	49	6
2	102400	1	42	6
1	41172	1	51	3
2	12000	1	29	4
2	16000	1	28	4
1	30000	1	29	5
1	14000	1	36	3
2	26000	1	31	4
1	44067	1	52	5
2	32000	1	50	3
1	143485	1	36	5
2	34764	1	36	3
1	46800	1	38	3
2	38012	1	26	5
1	38012	1	26	5
2	40040	1	28	5
1	42040	1	28	3
1	25000	1	52	3
1	21000	1	42	2
2	78000	1	38	4
1	70100	1	34	4
2	0	1	33	4
2	25148	2	29	5
1	28000	1	49	3
1	52000	1	29	3
1	58083	1	47	3
1	17973	1	38	3
2	17200	1	48	3
1	0	1	31	3
2	30002	2	42	3
2	23002	2	26	4
1	28000	1	47	3
1	18200	2	32	3
1	30126	1	52	3
2	31726	1	51	3
2	17338	1	28	3
1	54160	1	57	4
1	50000	1	48	5
2	18000	1	45	3
1	52000	1	37	3
1	121506	1	51	3
2	24200	1	31	3
2	47556	1	59	3
2	43000	1	48	4
2	125995	1	64	6
2	49200	1	33	4
1	11000	1	41	2
2	37242	1	44	5
1	75242	1	48	4
1	20000	1	57	2
1	95000	1	34	5
2	40002	1	38	4
1	33100	1	40	3
2	47000	1	42	4
1	63000	1	46	5
1	45000	1	49	3
2	200	1	48	4
1	109000	1	48	6
1	30000	1	59	3
2	50000	1	58	4
1	37000	1	59	2
2	22000	1	40	3
1	40000	1	43	3
1	15000	1	52	3
2	20000	1	52	3
2	50000	1	61	5
1	10002	1	28	3
2	47500	1	28	3
1	22000	1	58	3
2	24000	1	58	3
1	40000	1	48	3
2	30000	1	49	3
1	65000	1	62	5
2	48000	1	60	5
1	90747	1	43	6
2	40087	1	36	5
2	60000	4	45	6
2	60000	1	51	5
1	60000	1	52	4
2	18000	1	44	3
2	17000	1	61	4
1	63395	1	48	4
2	21895	1	56	5
1	35000	1	28	4
2	26800	1	27	4
1	72050	1	45	3
1	37000	1	31	3
2	36000	1	29	4
1	72000	1	48	5
1	50000	1	46	3
2	25000	1	37	3
1	106029	1	56	4
2	19000	1	50	4
2	28000	1	28	3
1	28000	1	63	6
1	41000	1	41	4
2	43318	1	61	4
1	84228	1	57	3
2	45213	1	55	5
1	42000	1	58	5
1	62500	1	29	6
2	35500	1	28	6
1	39000	1	50	4
1	39800	1	37	3
2	11000	1	57	5
1	33608	1	55	5
2	23589	1	55	5
1	32073	1	27	4
2	9000	1	26	3
1	76000	1	47	4
2	17500	1	44	4
2	59610	1	36	4
1	42100	1	62	5
1	39165	1	36	3
2	41292	1	37	3
1	26376	1	41	6
2	32598	1	38	5
1	421050	1	47	5
2	21081	1	45	4
1	64032	1	32	5
2	31920	1	32	4
1	31408	1	42	3
2	3100	4	27	3
1	66000	1	45	4
2	73000	1	50	3
2	20400	1	37	2
1	35000	1	44	4
1	114059	1	54	5
2	25096	1	51	3
2	9670	1	27	5
2	21300	1	27	5
1	37300	1	31	4
2	120500	1	53	5
1	114000	1	55	5
1	30402	1	36	2
2	20003	1	36	4
2	40000	1	55	3
1	34422	1	37	4
1	98000	1	48	6
2	2500	1	46	6
1	86040	1	39	5
2	90040	1	38	5
1	54500	1	34	5
2	62530	1	30	5
1	90004	1	42	5
2	26013	1	39	3
1	89000	2	36	6
2	94619	2	36	6
1	51007	1	60	4
2	51007	1	53	3
1	28923	1	42	3
2	22923	1	35	5
2	27761	1	35	5
1	28261	1	39	5
2	64009	2	37	5
2	44450	1	51	5
2	24891	1	44	3
1	36615	1	44	3
2	42500	1	53	3
1	52321	1	54	2
1	101542	4	37	6
2	55032	1	51	6
1	24400	1	42	3
2	10000	1	39	3
2	19267	1	54	4
1	512743	1	55	6
1	30000	1	41	2
1	48222	1	52	3
2	75150	1	34	6
2	35000	1	25	5
2	42021	1	50	3
2	60105	1	42	5
1	22000	1	34	4
2	15000	1	31	4
2	38050	1	26	5
1	22050	1	25	4
1	29000	2	44	3
1	60150	1	32	6
2	47150	1	31	5
1	75500	1	33	6
1	24000	1	57	3
2	46886	1	55	3
2	16500	1	56	3
2	43968	1	42	3
2	26035	2	46	3
1	36000	1	34	2
2	33003	1	38	2
2	40029	1	42	3
2	12000	2	30	1
1	25000	1	45	3
2	19000	1	27	4
1	45000	1	32	3
2	40000	4	34	6
1	15150	1	41	5
2	65000	1	38	5
2	50000	2	44	5
1	43000	2	47	3
2	19002	2	36	3
1	60000	2	52	3
2	44845	1	39	4
1	87151	1	37	4
2	30000	2	61	4
1	42000	1	30	4
2	42350	1	32	5
1	52110	1	33	4
2	80169	2	57	4
2	25000	1	38	2
2	113335	1	48	6
1	47000	1	43	5
2	60000	1	43	6
1	430677	1	46	6
1	46300	1	51	3
2	24600	1	50	3
2	33449	1	56	5
2	15100	1	58	3
1	34000	1	61	3
1	18000	1	31	3
1	33479	1	50	3
1	100	1	44	3
1	17158	1	42	3
1	24932	1	61	3
1	15000	1	50	2
1	60162	1	46	3
2	26162	1	45	3
2	5042	1	31	3
1	27002	1	33	3
1	20000	1	45	3
2	543	1	43	5
1	32000	1	55	2
1	10916	1	49	2
2	31700	1	54	3
1	37440	1	34	3
1	30008	1	44	4
2	12008	1	44	4
1	223029	1	56	6
2	22000	1	63	4
1	56169	1	57	3
2	71426	1	51	3
1	7000	1	53	3
1	152839	1	55	6
2	1043	1	45	6
2	28000	1	44	4
2	0	1	42	3
1	42313	1	54	5
2	46313	1	54	6
2	56000	1	52	5
1	52000	1	56	4
1	28002	1	27	4
2	35000	1	26	6
1	28000	1	34	3
2	19000	1	38	3
2	62070	1	52	5
1	25000	1	49	3
1	24795	1	44	5
2	71115	1	44	6
2	38000	1	51	3
1	75010	1	33	4
2	49650	1	32	6
2	40469	1	52	6
1	52000	1	53	3
1	59006	1	28	3
2	29000	1	42	3
1	28000	1	45	3
2	135000	1	55	6
2	28923	1	52	4
2	37662	1	44	3
1	28000	1	56	4
2	47000	1	56	4
2	25969	1	47	4
1	41969	1	51	5
2	14861	1	63	3
1	63181	1	60	5
2	14976	1	53	4
1	72253	1	55	5
1	150337	4	58	6
1	25000	1	33	4
2	30600	1	30	4
2	12002	1	38	3
1	143057	1	40	5
1	20602	1	55	4
2	35000	1	55	4
1	18720	1	44	3
1	34000	1	28	3
2	55000	2	29	5
2	12255	1	34	4
1	16576	1	40	3
2	12120	1	40	4
1	75020	1	43	4
1	40100	1	47	1
2	6000	1	46	1
2	6015	1	28	3
1	46560	1	35	3
2	30000	1	30	3
2	36967	1	56	4
2	66430	1	59	5
1	73823	1	48	4
2	27823	1	51	6
1	40000	1	38	2
1	55000	1	49	4
2	10000	1	51	3
1	26000	1	25	4
1	39515	1	64	3
1	16100	1	43	3
2	32000	1	44	3
1	9939	1	43	3
1	8160	1	50	3
1	24914	1	49	3
1	5200	1	32	5
1	40000	1	57	3
2	29008	1	55	3
1	40200	1	27	5
2	8500	1	25	3
2	11720	1	38	3
1	14020	1	39	3
1	55000	1	36	5
2	9000	1	36	3
2	6000	1	44	3
1	42200	1	45	3
1	59258	1	36	3
1	422852	1	30	5
2	25507	1	38	1
1	28048	1	60	5
2	10000	1	60	4
1	49350	4	54	3
2	53350	4	53	3
1	69000	1	49	5
1	79213	1	60	5
2	20000	1	56	3
2	35000	1	28	5
2	4100	1	55	4
1	45000	1	60	5
1	25000	1	27	4
1	42000	1	30	4
2	24000	1	32	5
1	46000	1	39	5
2	60000	1	36	5
1	42362	1	40	3
2	17262	1	41	5
1	150000	1	54	6
2	70000	1	53	3
1	50000	1	29	4
1	25000	1	29	3
2	31149	1	46	3
1	59480	1	39	1
2	30000	1	37	3
1	60000	1	26	1
2	26674	1	60	3
1	50674	1	64	2
2	13400	1	40	3
2	47000	1	42	4
1	80000	1	41	5
2	45169	2	59	5
2	27676	1	52	3
1	86308	1	58	3
1	42075	1	37	4
2	35052	1	49	4
1	15000	1	38	3
2	5200	1	34	1
1	75000	1	54	3
2	124000	1	45	5
1	45200	1	44	3
2	7200	1	41	3
1	40005	1	29	2
1	40000	1	29	3
1	42000	1	36	3
2	125001	1	52	1
1	71000	1	53	1
1	282029	1	49	1
2	37650	1	25	3
1	111200	1	50	4
2	100619	1	47	4
1	10502	1	37	1
1	67565	1	42	3
2	13002	1	30	3
1	49002	1	34	3
2	55030	1	39	4
1	68015	1	36	3
1	27611	1	56	2
1	24010	1	30	3
1	53000	1	36	4
2	48000	1	35	5
1	155081	1	45	5
2	10000	1	51	6
1	72000	1	32	4
2	45500	1	31	6
2	2000	1	28	2
1	33000	1	29	3
2	7000	1	43	2
1	53000	1	44	3
2	65460	1	57	5
1	38005	1	32	3
2	22005	1	35	4
1	58000	1	53	4
2	68000	1	50	4
1	77690	1	47	3
2	34690	4	40	3
2	10920	1	59	2
1	24440	1	54	2
2	12003	1	28	3
2	31919	1	46	4
2	19132	1	28	2
