Row	Col	Hgt90	Hgt96	Diam96	Grow96	Hgt97	Diam97	Spread97	Needles97	Deer95	Deer97	Cover95	Fert	Spacing
20	4	20.0	173.0	1.8	46.0	235	3.10	123	73.0	0	0	0	1	15
20	5	20.0	296.0	5.7	72.0	362	7.00	237	95.0	1	0	1	1	15
20	6	*	*	*	*	*	*	*	*	*	*	0	1	15
20	7	24.0	250.0	3.8	69.0	326	6.00	202	89.0	1	0	1	1	15
20	8	25.0	229.0	2.4	73.0	321	4.60	191	82.0	1	0	1	1	15
20	9	20.0	144.0	*	15.0	*	*	*	*	0	*	3	1	15
20	10	20.0	200.0	2.2	70.0	273	3.80	158	65.0	0	0	2	0	15
20	11	10.0	*	*	*	*	*	*	*	*	*	3	0	15
20	12	*	*	*	*	*	*	*	*	*	*	0	0	15
20	13	*	259.0	3.6	58.0	307	4.50	165	89.0	0	0	0	0	15
20	14	30.0	310.0	4.8	87.0	408	7.00	247	90.0	0	0	2	0	15
20	15	26.0	345.0	5.7	90.0	414	8.30	192	102.0	0	0	2	0	15
20	16	18.0	343.0	5.2	95.0	427	7.70	207	87.0	0	0	2	0	15
20	17	17.0	257.0	4.8	45.0	313	7.10	155	80.0	0	0	2	0	15
20	18	20.0	241.0	2.3	70.0	334	3.60	139	77.0	1	0	2	0	15
21	1	*	*	*	*	*	*	*	*	*	*	0	1	15
21	2	16.0	277.0	3.6	85.0	372	5.20	173	67.0	0	0	1	1	15
21	3	11.0	78.0	*	7.0	108	0.80	64	51.0	0	0	3	1	15
21	4	*	*	*	*	*	*	*	*	*	*	3	1	15
21	5	*	*	*	*	*	*	*	*	*	*	3	1	15
21	6	27.0	274.0	4.6	70.0	364	7.80	212	105.0	0	0	3	1	15
21	7	15.0	237.0	2.6	54.0	316	4.30	154	75.0	0	0	0	1	15
21	8	29.0	315.0	4.6	98.0	385	6.90	213	77.0	0	0	1	1	15
21	9	25.0	282.0	4.7	68.0	325	6.80	190	65.0	0	0	0	1	15
21	10	33.0	302.0	5.1	70.0	390	7.30	194	96.0	0	0	1	0	15
21	11	27.0	349.0	5.0	76.0	436	7.00	208	86.0	0	0	1	0	15
21	12	18.0	319.0	4.2	98.0	402	7.40	188	72.0	1	0	0	0	15
21	13	30.0	331.0	5.5	97.0	414	8.10	240	76.0	0	0	0	0	15
21	14	12.0	306.0	4.2	91.0	403	7.80	186	68.0	0	0	0	0	15
21	15	34.0	275.0	4.4	99.0	365	7.30	198	70.0	0	0	0	0	15
21	16	18.0	377.0	5.1	106.0	473	6.70	200	65.0	0	0	3	0	15
21	17	26.0	291.0	4.9	25.0	381	7.50	207	90.0	0	0	1	0	15
21	18	28.0	210.0	2.1	48.0	294	3.40	199	75.0	0	0	2	0	15
22	1	*	*	*	*	*	*	*	*	*	*	0	1	15
22	2	29.0	284.0	4.9	86.0	345	7.10	220	96.0	0	0	0	1	15
22	3	17.0	248.0	3.2	64.0	319	4.30	100	50.0	0	0	2	1	15
22	4	10.0	155.0	1.6	14.0	210	3.80	100	84.0	0	0	3	1	15
22	5	20.0	11.0	*	11.0	92	6.50	60	77.0	0	0	0	1	15
22	6	*	*	*	*	*	*	*	*	*	*	0	1	15
22	7	39.0	326.0	5.1	91.0	408	8.00	250	80.0	1	0	0	1	15
22	8	24.0	285.0	4.8	83.0	366	7.40	330	90.0	1	0	0	1	15
22	9	*	*	*	*	*	*	*	*	*	*	0	1	15
22	10	*	*	2.6	74.0	297	4.30	202	71.0	0	0	0	0	15
22	11	23.0	314.0	5.0	79.0	390	7.40	213	82.0	0	0	1	0	15
22	12	18.0	311.0	5.5	87.0	398	7.90	215	71.0	0	0	3	0	15
22	13	15.0	271.0	5.6	53.0	358	6.60	202	67.0	1	0	2	0	15
22	14	21.0	286.0	5.0	90.0	383	6.70	194	59.0	1	0	1	0	15
22	15	23.0	306.0	6.4	62.0	355	7.00	248	74.0	0	0	1	0	15
22	16	8.0	310.0	5.5	76.0	402	5.80	199	65.0	0	0	1	0	15
22	17	22.0	333.0	4.8	88.0	403	7.70	162	75.0	1	0	3	0	15
22	18	12.0	186.0	1.9	64.0	240	2.80	109	79.0	0	0	1	0	15
23	1	*	250.0	3.3	51.0	314	5.00	192	65.0	1	0	0	1	15
23	2	33.0	309.0	4.7	96.0	401	6.80	200	74.0	1	0	0	1	15
23	3	25.0	*	2.5	87.0	134	*	100	84.0	1	0	0	1	15
23	4	*	94.0	0.5	24.0	133	1.90	98	66.0	0	0	3	1	15
23	5	23.0	362.0	5.6	102.0	420	7.50	275	91.0	0	0	1	1	15
23	6	20.0	317.0	4.7	85.0	367	7.90	204	87.0	0	0	0	1	15
23	7	22.0	331.0	5.2	72.0	387	7.40	203	70.0	0	0	0	1	15
23	8	20.0	161.0	1.4	52.0	223	3.90	135	75.0	0	0	0	1	15
23	9	18.0	198.0	1.9	58.0	262	3.60	134	51.0	0	0	0	1	15
23	10	*	*	*	*	*	*	*	*	*	*	0	0	15
23	11	24.0	247.0	3.2	69.0	308	5.60	171	80.0	0	0	1	0	15
23	12	*	*	*	*	*	*	*	*	*	*	0	0	15
23	13	13.0	294.0	3.0	83.0	353	4.60	179	79.0	0	0	2	0	15
23	14	21.0	294.0	5.4	68.0	388	7.70	236	65.0	0	0	2	0	15
23	15	*	*	*	*	*	*	*	*	*	*	0	0	15
23	16	24.0	265.0	4.4	58.0	303	6.10	193	72.0	0	0	3	0	15
23	17	21.0	311.0	4.6	71.0	384	8.20	182	68.0	0	0	2	0	15
23	18	13.0	321.0	5.2	71.0	381	6.80	183	66.0	0	0	1	0	15
24	1	18.0	190.0	2.0	64.0	238	3.30	123	65.0	0	0	2	0	10
24	2	23.0	323.0	4.6	10.0	379	6.20	215	92.0	1	0	1	0	10
24	3	17.0	353.0	5.2	83.0	426	7.50	236	78.0	1	0	3	0	10
24	4	16.0	180.0	2.4	40.0	198	2.90	145	80.0	1	0	3	0	10
24	5	*	*	*	*	*	*	*	*	*	*	0	0	10
24	6	34.0	361.0	5.4	95.0	422	7.60	200	84.0	0	0	2	0	10
24	7	29.0	346.0	5.4	85.0	407	7.80	202	75.0	1	0	1	0	10
24	8	19.0	229.0	3.0	50.0	272	5.00	180	95.0	1	0	3	0	10
24	9	20.0	261.0	3.1	60.0	286	5.60	116	61.0	1	0	2	0	10
24	10	30.0	299.0	6.0	30.0	370	7.80	230	82.0	1	0	0	0	10
24	11	*	182.0	1.9	66.0	260	3.20	125	60.0	1	0	1	0	10
24	12	39.0	356.0	5.9	75.0	441	8.60	246	96.0	0	0	1	0	10
24	13	25.0	112.0	3.3	26.0	*	*	*	*	0	*	0	0	10
24	14	17.0	233.0	3.5	70.0	310	6.00	186	100.0	0	0	0	1	10
24	15	*	*	*	*	*	*	*	*	*	*	0	1	10
24	16	29.0	229.0	2.9	59.0	269	5.10	126	89.0	1	0	0	1	10
24	17	*	148.0	1.9	55.0	197	2.00	107	65.0	0	0	0	1	10
24	18	20.0	133.0	1.1	70.0	177	1.80	120	72.0	0	0	0	1	10
24	19	*	*	*	*	*	*	*	*	*	*	0	1	10
24	20	*	121.0	*	17.0	165	1.80	85	62.0	0	0	3	1	10
24	21	23.0	323.0	4.9	76.0	368	7.20	210	60.0	1	0	1	1	10
24	22	20.0	272.0	5.1	67.0	319	6.10	193	66.0	0	0	0	1	10
24	23	35.0	220.0	3.1	30.0	321	5.70	170	70.0	0	0	1	1	10
24	24	12.0	257.0	3.7	70.0	318	5.70	192	62.0	0	0	1	1	10
24	25	28.0	304.0	4.7	70.0	366	5.80	195	77.0	0	0	2	1	10
24	26	20.0	328.0	5.0	65.0	359	7.20	230	69.0	0	0	2	1	10
24	27	14.0	302.0	4.0	75.0	351	5.40	194	76.0	1	0	3	1	10
24	28	*	*	*	*	*	*	*	*	*	*	0	1	10
24	29	17.0	96.0	1.2	25.0	140	*	70	66.0	0	0	3	1	10
24	30	*	*	*	*	*	*	*	*	*	*	0	1	10
25	1	22.0	224.6	2.5	24.6	279	3.50	140	110.0	0	0	3	0	10
25	2	25.0	234.0	2.6	85.0	325	4.29	190	71.0	0	0	2	0	10
25	3	17.0	347.0	4.6	78.0	425	6.50	282	74.0	0	0	1	0	10
25	4	29.0	411.0	5.6	106.0	469	7.70	230	100.0	0	0	1	0	10
25	5	14.0	364.0	5.8	106.0	464	6.60	220	75.0	1	0	1	0	10
25	6	15.0	288.0	4.1	70.0	327	5.15	150	65.0	0	0	2	0	10
25	7	28.0	153.0	1.9	50.0	170	2.45	95	75.0	0	0	3	0	10
25	8	18.0	355.0	6.1	90.0	427	8.35	203	65.0	1	0	2	0	10
25	9	22.0	199.0	2.0	84.0	270	3.60	147	82.0	0	0	0	0	10
25	10	20.0	301.0	6.2	69.0	351	7.12	205	55.0	0	0	0	0	10
25	11	19.0	378.0	6.0	78.0	414	7.70	210	65.0	0	0	1	0	10
25	12	30.0	388.0	6.0	92.0	467	8.30	230	84.0	0	0	2	0	10
25	13	32.0	353.0	5.6	72.0	375	7.70	222	80.0	1	0	1	0	10
25	14	22.0	277.0	4.5	80.0	334	5.70	235	95.0	1	0	1	1	10
25	15	*	*	*	*	*	*	*	*	*	*	0	1	10
25	16	*	*	*	*	*	*	*	*	*	*	0	1	10
25	17	19.0	160.0	1.6	42.0	202	2.70	160	80.0	0	0	0	1	10
25	18	*	*	*	*	*	*	*	*	*	*	0	1	10
25	19	32.0	310.0	5.3	77.0	355	7.10	202	83.0	1	0	1	1	10
25	20	*	251.0	2.9	64.0	304	4.60	132	70.0	1	0	1	1	10
25	21	24.0	234.0	2.6	74.0	287	4.10	150	92.0	1	0	0	1	10
25	22	27.0	304.0	3.8	94.0	357	6.20	216	92.0	0	0	2	1	10
25	23	10.0	328.0	4.4	99.0	392	6.50	230	95.0	0	0	1	1	10
25	24	18.0	148.0	1.2	24.0	202	2.30	120	92.0	1	0	3	1	10
25	25	13.0	127.0	*	34.0	166	1.40	80	68.0	0	0	3	1	10
25	26	15.0	276.0	4.0	60.0	345	5.40	120	62.0	0	0	2	1	10
25	27	6.0	353.0	4.4	98.0	454	6.30	150	85.0	0	0	2	1	10
25	28	7.0	104.5	*	22.5	128	1.10	50	75.0	0	0	3	1	10
25	29	6.0	324.0	5.4	80.0	379	7.00	205	73.0	0	1	3	1	10
25	30	7.0	294.0	3.7	68.0	375	5.10	140	78.0	0	0	3	1	10
26	1	12.0	302.4	5.1	53.4	363	6.70	211	65.0	0	0	3	0	10
26	2	7.5	55.0	1.1	25.5	87	*	78	71.0	0	0	1	0	10
26	3	16.8	284.0	4.3	70.0	357	5.40	162	58.0	0	0	3	0	10
26	4	21.0	296.0	5.2	90.0	384	6.60	197	43.0	0	0	1	0	10
26	5	29.2	417.0	7.0	103.0	501	8.40	236	72.0	0	1	1	0	10
26	6	7.0	127.0	1.3	32.0	201	2.10	105	85.0	0	0	3	0	10
26	7	17.0	242.0	4.0	50.0	312	5.20	203	81.0	0	0	0	0	10
26	8	23.0	294.0	6.1	26.0	356	8.00	240	60.0	0	0	1	0	10
26	9	22.0	337.0	4.6	84.0	424	6.80	235	60.0	0	0	1	0	10
26	10	20.0	308.0	5.0	43.0	367	6.40	203	69.0	0	0	0	0	10
26	11	7.3	385.0	6.1	103.0	477	7.80	244	60.0	0	0	0	0	10
26	12	25.0	307.6	4.7	87.6	381	7.70	210	80.0	0	0	0	0	10
26	13	11.0	281.0	4.4	74.0	339	6.70	165	67.0	1	0	2	0	10
26	14	*	*	*	*	*	*	*	*	*	*	0	1	10
26	15	*	*	*	*	*	*	*	*	*	*	0	1	10
26	16	26.0	215.0	3.2	56.0	257	5.00	185	57.0	1	0	0	1	10
26	17	25.0	284.0	4.0	77.0	360	5.70	190	65.0	0	0	0	1	10
26	18	12.0	209.0	2.3	75.0	267	4.20	161	82.0	0	0	0	1	10
26	19	15.0	271.0	4.3	70.0	323	5.80	150	75.0	0	1	0	1	10
26	20	21.0	261.0	4.0	82.0	325	5.70	120	71.0	0	0	0	1	10
26	21	29.0	250.0	3.8	69.0	294	5.40	184	60.0	0	0	0	1	10
26	22	23.0	307.0	4.3	93.0	376	6.20	170	82.0	0	0	0	1	10
26	23	12.0	371.0	5.6	92.0	442	8.60	218	78.0	0	0	1	1	10
26	24	15.0	320.0	4.5	84.0	381	8.20	199	82.0	0	0	2	1	10
26	25	16.0	312.0	4.3	110.0	399	5.70	194	70.0	0	0	0	1	10
26	26	13.0	277.0	5.0	65.0	313	7.40	156	61.0	0	0	2	1	10
26	27	20.0	324.0	5.6	90.0	408	8.00	230	89.0	0	0	1	1	10
26	28	18.0	372.0	2.7	84.0	448	9.00	248	120.0	0	0	1	1	10
26	29	17.0	280.0	3.7	70.0	360	4.40	150	69.0	0	0	3	1	10
26	30	15.0	339.0	5.1	80.0	412	6.00	220	75.0	0	1	2	1	10
27	1	15.0	202.0	2.5	64.0	297	3.80	152	76.0	0	0	0	0	10
27	2	*	*	*	*	*	*	*	*	*	*	0	0	10
27	3	23.0	231.0	3.4	65.0	310	4.90	142	88.0	0	0	1	0	10
27	4	25.0	371.0	5.7	82.0	458	7.60	237	82.0	0	0	0	0	10
27	5	13.0	323.0	5.4	72.0	408	6.70	162	85.0	0	0	2	0	10
27	6	14.0	369.0	5.6	85.0	454	7.80	225	84.0	0	0	3	0	10
27	7	23.0	330.0	5.2	80.0	420	7.70	171	66.0	0	0	1	0	10
27	8	14.0	167.0	1.8	51.0	258	3.06	121	71.0	0	0	0	0	10
27	9	17.0	67.0	*	19.0	87	*	61	69.0	0	0	3	0	10
27	10	17.0	264.0	4.2	81.0	299	6.00	199	75.0	0	0	0	0	10
27	11	16.0	193.0	3.6	65.0	267	3.90	152	73.0	0	1	0	0	10
27	12	18.0	280.0	4.4	49.0	373	6.00	228	70.0	0	0	0	0	10
27	13	18.0	304.0	6.0	76.0	386	8.30	238	85.0	0	0	0	0	10
27	14	15.0	287.0	4.6	69.0	366	6.80	224	70.0	0	0	0	1	10
27	15	*	*	*	*	*	*	*	*	*	*	0	1	10
27	16	20.0	200.5	2.5	63.5	266	2.60	151	74.0	0	0	0	1	10
27	17	17.0	200.0	2.6	52.0	251	4.10	170	60.0	0	0	0	1	10
27	18	17.0	190.0	2.8	49.0	257	5.00	170	76.0	0	1	1	1	10
27	19	24.0	300.0	5.7	74.0	386	7.50	197	81.0	0	0	0	1	10
27	20	*	*	*	*	*	*	*	*	*	*	0	1	10
27	21	19.0	306.0	4.7	72.0	376	6.70	180	72.0	0	0	3	1	10
27	22	19.0	346.0	5.0	78.0	456	7.20	253	67.0	0	0	1	1	10
27	23	22.5	330.0	4.6	84.0	388	7.00	183	92.0	0	1	3	1	10
27	24	*	*	*	*	*	*	*	*	*	*	0	1	10
27	25	10.0	190.0	2.5	57.0	291	4.20	161	70.0	0	0	1	1	10
27	26	13.0	298.0	3.6	71.0	371	6.60	204	86.0	1	0	1	1	10
27	27	14.0	117.0	*	35.0	190	1.10	118	69.0	0	0	2	1	10
27	28	20.0	299.5	5.5	65.5	345	7.50	218	63.0	0	1	1	1	10
27	29	19.0	159.0	1.7	36.0	229	3.13	149	75.0	0	0	3	1	10
27	30	25.0	289.0	5.5	64.0	364	6.90	150	91.0	1	1	2	1	10
28	1	18.0	218.0	2.1	61.0	278	3.50	146	26.0	0	0	0	0	10
28	2	12.0	375.0	5.6	105.0	433	6.90	173	87.0	0	0	0	0	10
28	3	13.0	359.0	5.6	86.0	421	7.20	227	77.0	0	0	0	0	10
28	4	32.0	357.0	5.2	93.0	444	7.10	208	74.0	0	0	2	0	10
28	5	11.0	376.0	6.6	100.0	476	9.40	237	83.0	1	0	0	0	10
28	6	27.0	422.0	6.2	102.0	510	8.10	212	82.0	0	0	2	0	10
28	7	15.0	375.0	6.2	90.0	462	8.60	185	81.0	0	0	1	0	10
28	8	21.0	303.0	4.6	89.0	383	6.70	188	79.0	1	0	1	0	10
28	9	20.0	149.0	1.3	36.0	163	2.10	97	78.0	0	0	3	0	10
28	10	14.0	317.0	4.3	102.0	413	6.40	193	94.0	0	0	0	0	10
28	11	13.0	205.0	1.8	62.0	270	3.30	146	69.0	0	0	0	0	10
28	12	*	288.0	3.8	88.0	357	5.60	204	80.0	1	0	0	0	10
28	13	7.0	327.0	4.1	103.0	399	6.40	225	99.0	0	0	0	0	10
28	14	*	*	*	*	*	*	*	*	*	*	0	1	10
28	15	*	160.0	1.6	62.0	218	2.20	97	62.0	0	0	2	1	10
28	16	20.0	278.0	3.5	77.0	327	5.30	198	79.0	0	0	0	1	10
28	17	9.0	85.0	1.7	24.0	115	1.83	68	53.0	0	0	3	1	10
28	18	26.0	243.0	2.5	83.0	326	5.40	170	99.0	0	0	0	1	10
28	19	16.0	361.0	5.9	95.0	449	8.20	247	84.0	1	0	1	1	10
28	20	22.0	326.0	4.9	99.0	423	7.70	209	72.0	0	0	0	1	10
28	21	33.0	401.0	6.8	105.0	464	10.40	308	100.0	0	0	1	1	10
28	22	*	*	*	*	*	*	*	*	*	*	0	1	10
28	23	19.0	250.0	4.4	66.0	297	6.10	187	87.0	0	0	1	1	10
28	24	*	*	*	*	*	*	*	*	*	*	1	1	10
28	25	18.0	352.0	5.8	95.0	442	8.30	230	85.0	0	0	0	1	10
28	26	19.0	344.0	5.4	103.0	415	6.70	258	83.0	0	0	1	1	10
28	27	16.0	287.0	5.3	47.0	329	6.70	258	83.0	0	0	3	1	10
28	28	*	181.0	1.7	62.0	238	3.80	120	69.0	0	0	1	1	10
28	29	23.0	286.0	4.7	77.0	365	6.80	176	85.0	0	0	0	1	10
28	30	*	*	*	*	*	*	*	*	*	*	0	0	10
29	1	20.0	302.0	5.4	58.0	367	7.70	190	79.0	1	0	0	0	10
29	2	20.0	277.0	4.1	75.0	331	6.70	187	91.0	0	0	2	0	10
29	3	17.0	307.0	4.4	80.0	359	6.00	167	89.0	0	0	2	0	10
29	4	16.0	326.0	5.9	56.0	414	7.90	233	90.0	1	0	2	0	10
29	5	13.0	373.0	6.3	123.0	444	8.60	243	82.0	0	0	2	0	10
29	6	29.0	361.0	6.2	100.0	*	8.50	246	90.0	0	0	0	0	10
29	7	12.0	221.0	3.5	6.0	310	5.50	181	60.0	0	0	0	0	10
29	8	14.0	287.0	3.3	89.0	356	5.00	158	81.0	1	1	2	0	10
29	9	*	*	*	*	*	*	*	*	*	*	0	0	10
29	10	21.0	323.0	4.8	76.0	388	6.90	211	98.0	1	0	0	0	10
29	11	16.0	354.0	5.5	77.0	429	9.30	264	78.0	0	0	2	0	10
29	12	18.0	285.0	3.9	91.0	362	6.40	196	68.0	1	0	1	0	10
29	13	7.0	309.0	4.0	96.0	380	6.00	206	73.0	1	0	0	0	10
29	14	*	*	*	*	*	*	*	*	*	*	0	1	10
29	15	*	*	*	*	*	*	*	*	*	*	0	1	10
29	16	21.0	278.0	4.2	77.0	343	7.20	207	70.0	0	0	2	1	10
29	17	21.0	322.0	5.5	64.0	419	8.00	220	82.0	0	0	2	1	10
29	18	20.0	381.0	6.4	100.0	460	9.10	270	81.0	0	0	0	1	10
29	19	22.0	322.0	5.6	80.0	356	7.20	197	75.0	0	0	2	1	10
29	20	*	*	*	*	*	*	*	*	*	*	0	1	10
29	21	10.0	284.0	5.8	126.0	381	8.16	235	100.0	0	0	0	1	10
29	22	24.0	231.0	3.4	36.0	303	5.20	174	64.0	0	0	3	1	10
29	23	*	*	5.1	*	337	7.00	224	67.0	0	0	1	1	10
29	24	17.0	227.0	2.6	52.0	276	4.30	135	78.0	0	0	3	1	10
29	25	*	*	*	*	*	*	*	*	*	*	0	1	10
29	26	11.0	338.0	5.2	92.0	428	7.30	220	76.0	0	0	2	1	10
29	27	22.0	331.0	4.5	89.0	409	6.80	255	106.0	0	0	2	1	10
29	28	*	*	*	*	*	*	*	*	*	*	0	1	10
29	29	16.0	261.0	4.8	37.0	319	6.00	185	89.0	1	0	1	1	10
30	1	21.0	363.0	5.5	100.0	410	7.60	195	85.0	0	0	0	0	10
30	2	18.0	312.0	3.8	90.0	366	5.80	170	95.0	0	0	0	0	10
30	3	18.0	324.0	5.1	80.0	397	6.80	193	79.0	0	0	3	0	10
30	4	17.0	294.0	4.6	67.0	353	6.40	164	80.0	0	0	2	0	10
30	5	23.0	431.0	5.8	117.0	511	8.00	245	94.0	0	*	0	0	10
30	6	23.0	326.0	5.4	97.0	391	7.10	184	78.0	0	0	2	0	10
30	7	11.0	223.0	2.4	76.0	284	3.60	121	103.0	0	0	0	0	10
30	8	19.0	97.0	0.5	30.0	125	0.60	60	60.0	0	0	3	0	10
30	9	*	*	*	*	*	*	*	*	*	*	0	0	10
30	10	*	354.0	5.0	90.0	448	7.20	228	82.0	0	0	0	0	10
30	11	21.0	332.0	5.6	86.0	434	8.00	274	83.0	0	0	0	0	10
30	12	18.0	400.0	6.0	90.0	464	8.60	255	76.0	0	0	0	0	10
30	13	14.0	255.0	3.8	82.0	325	6.00	191	86.0	0	0	1	0	10
30	14	16.0	280.0	3.8	90.0	331	6.10	210	98.0	0	0	1	1	10
30	15	*	*	*	*	*	*	*	*	*	*	0	1	10
30	16	*	*	*	*	*	*	*	*	*	*	0	1	10
30	17	*	*	*	*	*	*	*	*	*	*	0	1	10
30	18	20.0	262.0	2.9	82.0	342	4.70	196	81.0	0	0	1	1	10
30	19	22.0	123.0	*	19.0	158	1.40	144	69.0	0	0	3	1	10
30	20	22.0	258.0	2.9	88.0	322	5.20	255	98.0	0	0	0	1	10
30	21	17.0	321.0	4.9	81.0	362	6.70	240	85.0	0	0	1	1	10
30	22	30.0	346.0	6.3	76.0	401	8.60	231	73.0	0	0	2	1	10
30	23	17.0	289.0	6.0	64.0	377	7.90	*	*	0	*	2	1	10
30	24	14.0	238.0	2.5	81.0	300	4.20	140	83.0	1	0	1	1	10
30	25	18.0	230.0	3.2	72.0	297	4.90	132	79.0	0	0	0	1	10
30	26	14.0	167.0	2.0	33.0	244	3.30	120	78.0	0	0	3	1	10
30	27	14.0	228.0	2.4	56.0	266	3.70	114	77.0	0	0	2	1	10
30	28	*	*	*	*	*	*	*	*	*	*	0	1	10
31	1	16.0	71.0	*	36.5	103	1.03	96	84.0	0	0	3	0	10
31	2	15.2	239.0	2.5	59.0	284	3.50	132	60.0	0	0	2	0	10
31	3	19.0	340.0	5.8	92.0	398	7.92	219	70.0	0	0	1	0	10
31	4	9.5	313.0	4.4	103.0	407	5.60	177	74.0	0	0	1	0	10
31	5	18.0	364.0	5.2	94.0	425	7.30	238	74.0	0	0	2	0	10
31	6	21.0	378.0	5.4	98.0	419	7.40	200	91.0	0	0	3	0	10
31	7	17.0	*	*	*	*	*	*	*	*	*	3	0	10
31	8	*	*	*	*	*	*	*	*	*	*	0	0	10
31	9	*	*	*	*	*	*	*	*	*	*	3	0	10
31	10	21.0	314.0	5.5	81.0	376	7.60	212	65.0	0	0	3	0	10
31	11	*	*	*	*	*	*	*	*	*	*	0	0	10
31	12	*	*	*	*	*	*	*	*	*	*	0	0	10
31	13	*	158.0	1.5	53.0	211	2.80	100	74.0	0	0	0	0	10
31	14	14.5	320.0	4.6	84.0	377	6.60	210	62.0	1	0	3	1	10
31	15	24.0	253.0	3.4	81.0	344	5.30	167	78.0	1	0	2	1	10
31	16	*	295.0	5.5	77.5	370	6.50	230	74.0	0	0	2	1	10
31	17	18.2	325.0	5.2	55.0	408	7.30	245	77.0	1	0	0	1	10
31	18	11.1	114.4	*	20.4	183	2.40	110	87.0	0	0	3	1	10
31	19	20.5	263.0	3.0	75.0	328	4.50	120	75.0	0	0	3	1	10
31	20	*	*	*	*	*	*	*	*	*	*	0	1	10
31	21	*	*	*	*	*	*	*	*	*	*	0	1	10
31	22	14.0	247.0	3.1	73.0	321	4.50	143	78.0	0	0	2	1	10
31	23	15.0	362.0	5.1	92.0	473	7.00	205	85.0	1	0	1	1	10
31	24	*	*	*	*	*	*	*	*	*	*	0	1	10
31	25	17.3	334.0	5.6	69.0	411	7.80	225	54.0	1	0	0	1	10
31	26	16.2	344.5	5.2	84.5	411	7.70	200	72.0	0	0	2	1	10
31	27	14.5	248.0	3.0	68.0	305	4.70	145	52.0	1	0	3	1	10
32	1	23.0	303.0	4.2	89.0	395	6.20	167	84.0	0	0	0	0	10
32	2	24.0	312.0	4.5	95.0	405	6.80	192	94.0	1	0	0	0	10
32	3	23.0	343.0	6.1	90.0	426	8.60	210	86.0	1	0	2	0	10
32	4	13.0	374.0	6.2	98.0	462	8.70	285	91.0	0	0	3	0	10
32	5	*	*	*	*	*	*	*	*	*	*	0	0	10
32	6	27.0	300.0	4.1	70.0	357	6.70	164	99.0	0	0	3	0	10
32	7	*	330.0	4.5	90.0	429	7.00	204	59.0	1	0	1	0	10
32	8	16.0	*	*	73.0	126	0.90	68	57.0	0	0	0	0	10
32	9	16.0	217.0	2.6	47.0	250	4.30	115	92.0	0	0	3	0	10
32	10	22.0	255.0	4.1	61.0	319	6.10	163	75.0	0	0	3	0	10
32	11	25.0	364.0	5.8	96.0	435	8.40	270	83.0	0	0	0	0	10
32	12	23.0	338.0	4.7	102.0	390	7.50	205	104.0	0	0	0	0	10
32	13	30.0	271.0	4.1	68.0	308	5.10	129	72.0	0	0	3	0	10
32	14	*	*	*	*	*	*	*	*	*	*	0	1	10
32	15	*	*	*	*	*	*	*	*	*	*	0	1	10
32	16	20.0	329.0	5.1	94.0	361	7.50	201	78.0	0	0	1	1	10
32	17	28.0	327.0	4.8	93.0	353	7.70	198	91.0	1	0	0	1	10
32	18	24.0	*	6.4	*	363	9.00	225	69.0	0	0	2	1	10
32	19	11.0	349.0	5.6	92.0	443	8.00	235	66.0	1	0	0	1	10
32	20	18.0	337.0	5.2	80.0	370	7.50	208	89.0	0	0	3	1	10
32	21	19.0	270.0	4.8	94.0	330	5.70	210	76.0	1	0	1	1	10
32	22	*	*	*	*	*	*	*	*	*	*	0	1	10
32	23	18.0	252.0	4.1	65.0	299	5.50	182	76.0	0	0	2	1	10
32	24	22.0	339.0	5.1	43.0	441	7.70	203	74.0	0	0	1	1	10
32	25	17.0	288.0	3.3	82.0	323	5.10	173	69.0	0	0	0	1	10
32	26	13.0	182.0	2.1	52.0	231	3.30	120	98.0	0	0	2	1	10
32	27	17.0	148.0	1.4	32.0	198	2.50	105	80.0	1	0	3	1	10
33	1	18.0	365.0	4.5	109.0	462	6.70	171	67.0	0	1	2	0	10
33	2	19.0	358.0	4.6	88.0	457	6.60	196	76.0	0	0	0	0	10
33	3	15.0	290.0	2.8	89.0	390	5.50	153	55.0	0	0	2	0	10
33	4	20.0	284.0	3.5	93.0	365	5.50	176	72.0	0	0	1	0	10
33	5	22.0	349.0	5.9	98.0	438	8.10	96	68.0	0	0	0	0	10
33	6	21.0	302.0	4.2	72.0	394	5.90	186	75.0	0	0	3	0	10
33	7	20.0	325.0	5.1	81.0	403	7.60	200	96.0	0	0	2	0	10
33	8	19.0	335.0	5.4	81.0	425	8.70	204	65.0	0	0	0	0	10
33	9	22.0	195.0	1.3	63.0	267	2.80	102	72.0	0	0	2	0	10
33	10	21.0	383.0	5.3	85.0	457	7.10	104	71.0	0	0	3	0	10
33	11	16.0	223.0	2.8	51.0	265	4.20	137	75.0	0	0	3	0	10
33	12	27.0	347.0	5.1	86.0	412	7.80	235	69.0	0	0	2	0	10
33	13	13.0	314.0	3.9	69.0	374	5.50	119	42.0	0	0	3	0	10
33	14	17.0	310.0	4.7	82.0	395	6.80	207	63.0	0	0	3	1	10
33	15	*	*	*	*	*	*	*	*	*	*	0	1	10
33	16	19.0	261.0	3.5	84.0	337	5.50	190	68.0	0	0	1	1	10
33	17	*	*	*	*	*	*	*	*	*	*	0	1	10
33	18	17.0	372.0	4.9	88.0	437	6.50	233	81.0	0	0	3	1	10
33	19	14.0	248.0	3.5	67.0	328	5.50	174	72.0	0	0	3	1	10
